{'delta_foot_mass': '0.2', 'delta_leg_mass': '0', 'delta_thigh_mass': '0'}
Using cuda device
Wrapping the env in a DummyVecEnv.
Masses setted to : 2.53, 3.93, 2.71, 3.88
Masses setted to : 2.53, 3.93, 2.71, 5.21
Masses setted to : 2.53, 3.93, 2.71, 6.67
Masses setted to : 2.53, 3.93, 2.71, 4.44
Masses setted to : 2.53, 3.93, 2.71, 5.68
Masses setted to : 2.53, 3.93, 2.71, 5.16
Masses setted to : 2.53, 3.93, 2.71, 5.73
Masses setted to : 2.53, 3.93, 2.71, 6.95
Masses setted to : 2.53, 3.93, 2.71, 4.81
Masses setted to : 2.53, 3.93, 2.71, 4.29
Masses setted to : 2.53, 3.93, 2.71, 5.71
Masses setted to : 2.53, 3.93, 2.71, 4.37
Masses setted to : 2.53, 3.93, 2.71, 5.24
Masses setted to : 2.53, 3.93, 2.71, 6.46
Masses setted to : 2.53, 3.93, 2.71, 3.31
Masses setted to : 2.53, 3.93, 2.71, 5.87
Masses setted to : 2.53, 3.93, 2.71, 5.11
Masses setted to : 2.53, 3.93, 2.71, 7.16
Masses setted to : 2.53, 3.93, 2.71, 4.80
Masses setted to : 2.53, 3.93, 2.71, 5.32
Masses setted to : 2.53, 3.93, 2.71, 5.65
Masses setted to : 2.53, 3.93, 2.71, 7.03
Masses setted to : 2.53, 3.93, 2.71, 4.08
Masses setted to : 2.53, 3.93, 2.71, 3.84
Masses setted to : 2.53, 3.93, 2.71, 8.58
Masses setted to : 2.53, 3.93, 2.71, 6.00
Masses setted to : 2.53, 3.93, 2.71, 3.98
Masses setted to : 2.53, 3.93, 2.71, 5.51
Masses setted to : 2.53, 3.93, 2.71, 6.94
Masses setted to : 2.53, 3.93, 2.71, 6.02
Masses setted to : 2.53, 3.93, 2.71, 5.82
Masses setted to : 2.53, 3.93, 2.71, 3.65
Masses setted to : 2.53, 3.93, 2.71, 4.80
Masses setted to : 2.53, 3.93, 2.71, 5.30
Masses setted to : 2.53, 3.93, 2.71, 4.83
Masses setted to : 2.53, 3.93, 2.71, 4.56
Masses setted to : 2.53, 3.93, 2.71, 3.22
Masses setted to : 2.53, 3.93, 2.71, 4.42
Masses setted to : 2.53, 3.93, 2.71, 5.49
Masses setted to : 2.53, 3.93, 2.71, 2.87
Masses setted to : 2.53, 3.93, 2.71, 5.76
Masses setted to : 2.53, 3.93, 2.71, 3.99
Masses setted to : 2.53, 3.93, 2.71, 4.24
Masses setted to : 2.53, 3.93, 2.71, 4.96
Masses setted to : 2.53, 3.93, 2.71, 3.60
Masses setted to : 2.53, 3.93, 2.71, 6.76
Masses setted to : 2.53, 3.93, 2.71, 4.93
Masses setted to : 2.53, 3.93, 2.71, 6.18
Masses setted to : 2.53, 3.93, 2.71, 5.44
Masses setted to : 2.53, 3.93, 2.71, 5.65
Masses setted to : 2.53, 3.93, 2.71, 6.39
Masses setted to : 2.53, 3.93, 2.71, 2.90
Masses setted to : 2.53, 3.93, 2.71, 4.02
Masses setted to : 2.53, 3.93, 2.71, 4.51
Masses setted to : 2.53, 3.93, 2.71, 4.94
Masses setted to : 2.53, 3.93, 2.71, 4.81
Masses setted to : 2.53, 3.93, 2.71, 5.26
Masses setted to : 2.53, 3.93, 2.71, 4.14
Masses setted to : 2.53, 3.93, 2.71, 5.88
Masses setted to : 2.53, 3.93, 2.71, 5.57
Masses setted to : 2.53, 3.93, 2.71, 5.29
Masses setted to : 2.53, 3.93, 2.71, 3.19
Masses setted to : 2.53, 3.93, 2.71, 3.30
Masses setted to : 2.53, 3.93, 2.71, 5.11
Masses setted to : 2.53, 3.93, 2.71, 5.59
Masses setted to : 2.53, 3.93, 2.71, 3.61
Masses setted to : 2.53, 3.93, 2.71, 6.11
Masses setted to : 2.53, 3.93, 2.71, 5.03
Masses setted to : 2.53, 3.93, 2.71, 5.60
Masses setted to : 2.53, 3.93, 2.71, 4.05
Masses setted to : 2.53, 3.93, 2.71, 5.92
Masses setted to : 2.53, 3.93, 2.71, 4.45
Masses setted to : 2.53, 3.93, 2.71, 3.92
Masses setted to : 2.53, 3.93, 2.71, 6.12
Masses setted to : 2.53, 3.93, 2.71, 5.79
Masses setted to : 2.53, 3.93, 2.71, 5.72
Masses setted to : 2.53, 3.93, 2.71, 6.00
Masses setted to : 2.53, 3.93, 2.71, 5.65
Masses setted to : 2.53, 3.93, 2.71, 4.83
Masses setted to : 2.53, 3.93, 2.71, 5.52
Masses setted to : 2.53, 3.93, 2.71, 5.88
Masses setted to : 2.53, 3.93, 2.71, 5.07
Masses setted to : 2.53, 3.93, 2.71, 6.96
Masses setted to : 2.53, 3.93, 2.71, 4.74
Masses setted to : 2.53, 3.93, 2.71, 5.26
Masses setted to : 2.53, 3.93, 2.71, 4.98
Masses setted to : 2.53, 3.93, 2.71, 4.79
Masses setted to : 2.53, 3.93, 2.71, 4.14
Masses setted to : 2.53, 3.93, 2.71, 4.98
