{'delta_foot_mass': '0', 'delta_leg_mass': '0.30', 'delta_thigh_mass': '0'}
Using cuda device
Wrapping the env in a DummyVecEnv.
Masses setted to : 2.53, 3.93, 3.16, 5.09
Masses setted to : 2.53, 3.93, 3.15, 5.09
Masses setted to : 2.53, 3.93, 2.15, 5.09
Masses setted to : 2.53, 3.93, 2.98, 5.09
Masses setted to : 2.53, 3.93, 2.36, 5.09
Masses setted to : 2.53, 3.93, 1.18, 5.09
Masses setted to : 2.53, 3.93, 3.68, 5.09
Masses setted to : 2.53, 3.93, 2.88, 5.09
Masses setted to : 2.53, 3.93, 3.04, 5.09
Masses setted to : 2.53, 3.93, 3.23, 5.09
Masses setted to : 2.53, 3.93, 3.43, 5.09
Masses setted to : 2.53, 3.93, 2.20, 5.09
Masses setted to : 2.53, 3.93, 3.79, 5.09
Masses setted to : 2.53, 3.93, 3.99, 5.09
Masses setted to : 2.53, 3.93, 2.96, 5.09
Masses setted to : 2.53, 3.93, 3.15, 5.09
Masses setted to : 2.53, 3.93, 2.82, 5.09
Masses setted to : 2.53, 3.93, 1.39, 5.09
Masses setted to : 2.53, 3.93, 3.54, 5.09
Masses setted to : 2.53, 3.93, 1.26, 5.09
Masses setted to : 2.53, 3.93, 3.27, 5.09
Masses setted to : 2.53, 3.93, 2.32, 5.09
Masses setted to : 2.53, 3.93, 1.24, 5.09
Masses setted to : 2.53, 3.93, 2.70, 5.09
Masses setted to : 2.53, 3.93, 2.61, 5.09
Masses setted to : 2.53, 3.93, 2.74, 5.09
Masses setted to : 2.53, 3.93, 3.98, 5.09
Masses setted to : 2.53, 3.93, 1.91, 5.09
Masses setted to : 2.53, 3.93, 3.41, 5.09
Masses setted to : 2.53, 3.93, 2.89, 5.09
Masses setted to : 2.53, 3.93, 3.33, 5.09
Masses setted to : 2.53, 3.93, 2.18, 5.09
Masses setted to : 2.53, 3.93, 2.02, 5.09
Masses setted to : 2.53, 3.93, 1.40, 5.09
