{'delta_foot_mass': '0', 'delta_leg_mass': '0', 'delta_thigh_mass': '0.30'}
Using cuda device
Wrapping the env in a DummyVecEnv.
Masses setted to : 2.53, 2.38, 2.71, 5.09
Masses setted to : 2.53, 3.37, 2.71, 5.09
Masses setted to : 2.53, 2.88, 2.71, 5.09
Masses setted to : 2.53, 3.73, 2.71, 5.09
Masses setted to : 2.53, 5.18, 2.71, 5.09
Masses setted to : 2.53, 4.88, 2.71, 5.09
Masses setted to : 2.53, 4.73, 2.71, 5.09
Masses setted to : 2.53, 1.59, 2.71, 5.09
Masses setted to : 2.53, 3.61, 2.71, 5.09
Masses setted to : 2.53, 5.05, 2.71, 5.09
Masses setted to : 2.53, 5.57, 2.71, 5.09
Masses setted to : 2.53, 4.67, 2.71, 5.09
Masses setted to : 2.53, 5.49, 2.71, 5.09
Masses setted to : 2.53, 4.70, 2.71, 5.09
Masses setted to : 2.53, 4.70, 2.71, 5.09
Masses setted to : 2.53, 5.49, 2.71, 5.09
Masses setted to : 2.53, 4.40, 2.71, 5.09
Masses setted to : 2.53, 2.45, 2.71, 5.09
Masses setted to : 2.53, 3.13, 2.71, 5.09
Masses setted to : 2.53, 3.37, 2.71, 5.09
Masses setted to : 2.53, 3.94, 2.71, 5.09
Masses setted to : 2.53, 3.68, 2.71, 5.09
Masses setted to : 2.53, 4.39, 2.71, 5.09
Masses setted to : 2.53, 3.62, 2.71, 5.09
Masses setted to : 2.53, 4.64, 2.71, 5.09
Masses setted to : 2.53, 4.68, 2.71, 5.09
Masses setted to : 2.53, 3.30, 2.71, 5.09
Masses setted to : 2.53, 5.20, 2.71, 5.09
Masses setted to : 2.53, 2.59, 2.71, 5.09
Masses setted to : 2.53, 7.32, 2.71, 5.09
Masses setted to : 2.53, 2.55, 2.71, 5.09
Masses setted to : 2.53, 4.75, 2.71, 5.09
Masses setted to : 2.53, 5.79, 2.71, 5.09
Masses setted to : 2.53, 3.09, 2.71, 5.09
Masses setted to : 2.53, 3.59, 2.71, 5.09
Masses setted to : 2.53, 4.80, 2.71, 5.09
Masses setted to : 2.53, 5.26, 2.71, 5.09
Masses setted to : 2.53, 3.90, 2.71, 5.09
Masses setted to : 2.53, 4.21, 2.71, 5.09
Masses setted to : 2.53, 3.80, 2.71, 5.09
Masses setted to : 2.53, 4.71, 2.71, 5.09
