{'delta_foot_mass': '0.35', 'delta_leg_mass': '0', 'delta_thigh_mass': '0'}
Using cuda device
Wrapping the env in a DummyVecEnv.
Masses setted to : 2.53, 3.93, 2.71, 5.58
Masses setted to : 2.53, 3.93, 2.71, 8.02
Masses setted to : 2.53, 3.93, 2.71, 2.16
Masses setted to : 2.53, 3.93, 2.71, 4.49
Masses setted to : 2.53, 3.93, 2.71, 6.65
Masses setted to : 2.53, 3.93, 2.71, 2.49
Masses setted to : 2.53, 3.93, 2.71, 3.27
Masses setted to : 2.53, 3.93, 2.71, 6.44
Masses setted to : 2.53, 3.93, 2.71, 4.88
Masses setted to : 2.53, 3.93, 2.71, 4.66
Masses setted to : 2.53, 3.93, 2.71, 2.28
Masses setted to : 2.53, 3.93, 2.71, 3.05
Masses setted to : 2.53, 3.93, 2.71, 3.18
Masses setted to : 2.53, 3.93, 2.71, 4.83
Masses setted to : 2.53, 3.93, 2.71, 5.19
Masses setted to : 2.53, 3.93, 2.71, 2.56
Masses setted to : 2.53, 3.93, 2.71, 7.52
Masses setted to : 2.53, 3.93, 2.71, 5.75
Masses setted to : 2.53, 3.93, 2.71, 3.33
Masses setted to : 2.53, 3.93, 2.71, 3.39
Masses setted to : 2.53, 3.93, 2.71, 3.58
Masses setted to : 2.53, 3.93, 2.71, 6.07
Masses setted to : 2.53, 3.93, 2.71, 6.52
Masses setted to : 2.53, 3.93, 2.71, 2.89
Masses setted to : 2.53, 3.93, 2.71, 5.59
Masses setted to : 2.53, 3.93, 2.71, 3.92
Masses setted to : 2.53, 3.93, 2.71, 6.69
Masses setted to : 2.53, 3.93, 2.71, 0.12
Masses setted to : 2.53, 3.93, 2.71, 2.10
Masses setted to : 2.53, 3.93, 2.71, 8.05
Masses setted to : 2.53, 3.93, 2.71, 7.10
Masses setted to : 2.53, 3.93, 2.71, 7.43
Masses setted to : 2.53, 3.93, 2.71, 4.38
Masses setted to : 2.53, 3.93, 2.71, 5.76
Masses setted to : 2.53, 3.93, 2.71, 3.95
Masses setted to : 2.53, 3.93, 2.71, 3.59
Masses setted to : 2.53, 3.93, 2.71, 7.83
Masses setted to : 2.53, 3.93, 2.71, 7.64
Masses setted to : 2.53, 3.93, 2.71, 4.96
Masses setted to : 2.53, 3.93, 2.71, 5.96
Masses setted to : 2.53, 3.93, 2.71, 3.27
Masses setted to : 2.53, 3.93, 2.71, 6.01
Masses setted to : 2.53, 3.93, 2.71, 4.78
Masses setted to : 2.53, 3.93, 2.71, 4.62
Masses setted to : 2.53, 3.93, 2.71, 4.28
Masses setted to : 2.53, 3.93, 2.71, 6.16
Masses setted to : 2.53, 3.93, 2.71, 6.72
Masses setted to : 2.53, 3.93, 2.71, 3.68
Masses setted to : 2.53, 3.93, 2.71, 2.55
Masses setted to : 2.53, 3.93, 2.71, 9.61
Masses setted to : 2.53, 3.93, 2.71, 6.10
Masses setted to : 2.53, 3.93, 2.71, 4.83
Masses setted to : 2.53, 3.93, 2.71, 4.92
Masses setted to : 2.53, 3.93, 2.71, 5.72
Masses setted to : 2.53, 3.93, 2.71, 3.87
Masses setted to : 2.53, 3.93, 2.71, 5.70
Masses setted to : 2.53, 3.93, 2.71, 7.10
Masses setted to : 2.53, 3.93, 2.71, 5.12
Masses setted to : 2.53, 3.93, 2.71, 4.85
Masses setted to : 2.53, 3.93, 2.71, 6.06
Masses setted to : 2.53, 3.93, 2.71, 5.15
Masses setted to : 2.53, 3.93, 2.71, 5.67
Masses setted to : 2.53, 3.93, 2.71, 6.15
Masses setted to : 2.53, 3.93, 2.71, 3.28
Masses setted to : 2.53, 3.93, 2.71, 5.83
Masses setted to : 2.53, 3.93, 2.71, 4.93
Masses setted to : 2.53, 3.93, 2.71, 5.70
Masses setted to : 2.53, 3.93, 2.71, 4.98
Masses setted to : 2.53, 3.93, 2.71, 6.59
Masses setted to : 2.53, 3.93, 2.71, 5.50
Masses setted to : 2.53, 3.93, 2.71, 4.49
Masses setted to : 2.53, 3.93, 2.71, 6.04
Masses setted to : 2.53, 3.93, 2.71, 3.08
Masses setted to : 2.53, 3.93, 2.71, 5.99
Masses setted to : 2.53, 3.93, 2.71, 3.96
Masses setted to : 2.53, 3.93, 2.71, 8.36
Masses setted to : 2.53, 3.93, 2.71, 3.62
Masses setted to : 2.53, 3.93, 2.71, 7.32
Masses setted to : 2.53, 3.93, 2.71, 7.16
Masses setted to : 2.53, 3.93, 2.71, 4.17
Masses setted to : 2.53, 3.93, 2.71, 4.72
Masses setted to : 2.53, 3.93, 2.71, 5.88
Masses setted to : 2.53, 3.93, 2.71, 2.52
Masses setted to : 2.53, 3.93, 2.71, 2.28
Masses setted to : 2.53, 3.93, 2.71, 8.22
Masses setted to : 2.53, 3.93, 2.71, 3.64
Masses setted to : 2.53, 3.93, 2.71, 7.27
Masses setted to : 2.53, 3.93, 2.71, 3.99
Masses setted to : 2.53, 3.93, 2.71, 4.91
Masses setted to : 2.53, 3.93, 2.71, 3.24
Masses setted to : 2.53, 3.93, 2.71, 5.74
Masses setted to : 2.53, 3.93, 2.71, 5.21
Masses setted to : 2.53, 3.93, 2.71, 8.47
Masses setted to : 2.53, 3.93, 2.71, 6.17
Masses setted to : 2.53, 3.93, 2.71, 4.76
Masses setted to : 2.53, 3.93, 2.71, 0.98
Masses setted to : 2.53, 3.93, 2.71, 4.36
Masses setted to : 2.53, 3.93, 2.71, 5.05
Masses setted to : 2.53, 3.93, 2.71, 4.97
Masses setted to : 2.53, 3.93, 2.71, 4.80
Masses setted to : 2.53, 3.93, 2.71, 8.88
Masses setted to : 2.53, 3.93, 2.71, 2.69
Masses setted to : 2.53, 3.93, 2.71, 1.75
Masses setted to : 2.53, 3.93, 2.71, 3.79
Masses setted to : 2.53, 3.93, 2.71, 4.26
Masses setted to : 2.53, 3.93, 2.71, 5.11
Masses setted to : 2.53, 3.93, 2.71, 4.94
Masses setted to : 2.53, 3.93, 2.71, 4.62
Masses setted to : 2.53, 3.93, 2.71, 7.89
Masses setted to : 2.53, 3.93, 2.71, 3.45
Masses setted to : 2.53, 3.93, 2.71, 6.96
Masses setted to : 2.53, 3.93, 2.71, 5.43
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 18.6     |
|    ep_rew_mean     | 13.7     |
| time/              |          |
|    fps             | 424      |
|    iterations      | 1        |
|    time_elapsed    | 4        |
|    total_timesteps | 2048     |
