{'delta_foot_mass': '0', 'delta_leg_mass': '0', 'delta_thigh_mass': '0.25'}
Using cuda device
Wrapping the env in a DummyVecEnv.
Masses setted to : 2.53, 4.83, 2.71, 5.09
Masses setted to : 2.53, 5.69, 2.71, 5.09
Masses setted to : 2.53, 4.35, 2.71, 5.09
Masses setted to : 2.53, 3.75, 2.71, 5.09
Masses setted to : 2.53, 2.95, 2.71, 5.09
Masses setted to : 2.53, 1.80, 2.71, 5.09
Masses setted to : 2.53, 2.66, 2.71, 5.09
Masses setted to : 2.53, 3.81, 2.71, 5.09
Masses setted to : 2.53, 3.72, 2.71, 5.09
Masses setted to : 2.53, 4.41, 2.71, 5.09
Masses setted to : 2.53, 3.33, 2.71, 5.09
Masses setted to : 2.53, 5.26, 2.71, 5.09
Masses setted to : 2.53, 6.48, 2.71, 5.09
Masses setted to : 2.53, 3.58, 2.71, 5.09
Masses setted to : 2.53, 3.54, 2.71, 5.09
Masses setted to : 2.53, 4.18, 2.71, 5.09
Masses setted to : 2.53, 5.52, 2.71, 5.09
Masses setted to : 2.53, 4.09, 2.71, 5.09
Masses setted to : 2.53, 4.00, 2.71, 5.09
Masses setted to : 2.53, 4.42, 2.71, 5.09
Masses setted to : 2.53, 5.23, 2.71, 5.09
Masses setted to : 2.53, 5.50, 2.71, 5.09
Masses setted to : 2.53, 4.36, 2.71, 5.09
Masses setted to : 2.53, 5.00, 2.71, 5.09
Masses setted to : 2.53, 5.34, 2.71, 5.09
Masses setted to : 2.53, 3.74, 2.71, 5.09
Masses setted to : 2.53, 3.45, 2.71, 5.09
Masses setted to : 2.53, 5.15, 2.71, 5.09
Masses setted to : 2.53, 5.64, 2.71, 5.09
Masses setted to : 2.53, 3.17, 2.71, 5.09
Masses setted to : 2.53, 3.56, 2.71, 5.09
Masses setted to : 2.53, 3.87, 2.71, 5.09
Masses setted to : 2.53, 2.76, 2.71, 5.09
Masses setted to : 2.53, 3.36, 2.71, 5.09
Masses setted to : 2.53, 4.30, 2.71, 5.09
Masses setted to : 2.53, 3.51, 2.71, 5.09
Masses setted to : 2.53, 4.05, 2.71, 5.09
Masses setted to : 2.53, 3.32, 2.71, 5.09
Masses setted to : 2.53, 3.81, 2.71, 5.09
Masses setted to : 2.53, 3.82, 2.71, 5.09
Masses setted to : 2.53, 4.07, 2.71, 5.09
Masses setted to : 2.53, 3.50, 2.71, 5.09
Masses setted to : 2.53, 5.61, 2.71, 5.09
Masses setted to : 2.53, 3.54, 2.71, 5.09
Masses setted to : 2.53, 3.01, 2.71, 5.09
Masses setted to : 2.53, 3.96, 2.71, 5.09
